strains,gene_edit,spawn_type,spawn_weight,substrate_1,substrate_weight_1,substrate_2,substrate_weight_2,substrate_3,substrate_weight_3,substrate_4,substrate_weight_4,additive_1,additive_weight_1,additive_2,additive_weight_2,additive_3,additive_weight_3,water_absorption,bacteria,Temp_Growtent,Humidity_Growtent,Time_Growtent,CO2_conc,Press_type,Temp_Press,Force_Press,Time_Ovendrying,Temp_Ovendrying,Vacc_Overdrying
zzzzzzzz,0,Bulgur,78,Rapstraw,179.0,Straw,146.0,Biertreber,193.0,Straw,382.0,cellulose,273.0,CaSO4,575.0,CaSO4,52.0,0.55,0,26,0.72,18,500,Cold-Pressed,70,52,53,70,0.041
yyyyyyy,0,Bulgur,88,Sawdust,249.0,Grass,270.0,Grass,26.0,Biertreber,355.0,cellulose,412.0,cellulose,290.0,CaCO,198.0,0.58,0,24,0.76,15,3000,Cold-Pressed,85,42,65,75,0.087
yyyyyyy,1,Bulgur,77,Hemp,25.0,Hemp,453.0,Grass,331.0,Sawdust,92.0,cellulose,478.0,cellulose,376.0,CaSO4,46.0,0.46,0,20,0.68,16,4000,Hot-Pressed,85,78,17,70,0.021
yyyyyyy,0,Oatmeal,58,Hemp,46.0,Straw,475.0,Grass,222.0,Sawdust,157.0,CaCO,217.0,cellulose,598.0,CaSO4,85.0,0.34,0,18,0.73,14,2500,Cold-Pressed,85,45,17,70,0.013
xxxxx,1,BierTreber,61,Straw,101.0,Sawdust,249.0,Grass,355.0,Rapstraw,196.0,CaCO,282.0,CaCO,176.0,cellulose,441.0,0.41,0,18,0.63,18,500,Cold-Pressed,70,38,41,70,0.003
xxxxx,0,Buckwheat,67,Rapstraw,261.0,Straw,117.0,Grass,202.0,Straw,320.0,CaCO,259.0,CaCO,282.0,CaCO,358.0,0.32,1,26,0.64,8,2000,Cold-Pressed,70,76,5,70,0.03
zzzzzzzz,1,Oatmeal,100,Grass,130.0,Vegiplants,362.0,Vegiplants,232.0,Hemp,176.0,cellulose,279.0,CaCO,336.0,CaSO4,284.0,0.59,0,27,0.85,5,500,Cold-Pressed,70,64,53,85,0.01
zzzzzzzz,1,Buckwheat,95,Straw,206.0,Straw,118.0,Grass,235.0,Rapstraw,341.0,CaSO4,73.0,cellulose,475.0,CaCO,352.0,0.39,0,28,0.87,24,3000,Non-Pressed,75,20,53,75,0.036
zzzzzzzz,1,Buckwheat,93,Hemp,340.0,Vegiplants,69.0,Grass,321.0,Straw,170.0,CaCO,752.0,CaCO,46.0,CaSO4,103.0,0.36,1,18,0.68,5,3500,Non-Pressed,75,16,5,75,0.019
yyyyyyy,0,Oatmeal,85,Rapstraw,294.0,Straw,291.0,Hemp,231.0,Grass,84.0,CaSO4,45.0,CaSO4,465.0,CaCO,390.0,0.48,1,20,0.7,12,4000,Cold-Pressed,80,65,41,85,0.057
yyyyyyy,1,Barley,96,Biertreber,117.0,Sawdust,179.0,Biertreber,366.0,Hemp,238.0,CaSO4,336.0,CaSO4,308.0,CaSO4,255.0,0.57,1,27,0.93,6,2000,Non-Pressed,85,43,65,80,0.083
xxxxx,0,Oatmeal,55,Biertreber,123.0,Sawdust,315.0,Biertreber,92.0,Grass,369.0,cellulose,266.0,CaCO,248.0,CaCO,386.0,0.38,0,26,0.72,18,3000,Cold-Pressed,80,22,53,85,0.008
xxxxx,0,Barley,84,Hemp,470.0,Vegiplants,166.0,Biertreber,176.0,Rapstraw,88.0,cellulose,113.0,CaCO,227.0,CaSO4,560.0,0.58,1,27,0.84,18,500,Hot-Pressed,75,75,53,80,0.05
xxxxx,0,Buckwheat,71,Sawdust,236.0,Vegiplants,207.0,Hemp,42.0,Hemp,415.0,CaCO,511.0,CaCO,251.0,CaCO,138.0,0.57,1,23,0.84,25,4000,Hot-Pressed,85,18,65,80,0.048
xxxxx,0,BierTreber,58,Hemp,22.0,Biertreber,191.0,Sawdust,608.0,Rapstraw,79.0,CaCO,383.0,CaCO,206.0,CaSO4,311.0,0.31,0,24,0.69,13,2000,Hot-Pressed,85,61,65,75,0.036
xxxxx,0,BierTreber,94,Straw,232.0,Sawdust,389.0,Hemp,97.0,Rapstraw,182.0,cellulose,318.0,cellulose,343.0,CaCO,239.0,0.51,1,20,0.75,15,1000,Cold-Pressed,80,12,65,85,0.043
zzzzzzzz,0,Buckwheat,52,Sawdust,260.0,Hemp,334.0,Biertreber,51.0,Vegiplants,255.0,CaSO4,265.0,cellulose,233.0,CaSO4,402.0,0.52,0,25,0.7,10,4500,Hot-Pressed,80,45,5,85,0.009
zzzzzzzz,0,Bulgur,72,Hemp,377.0,Rapstraw,95.0,Vegiplants,365.0,Vegiplants,62.0,CaCO,164.0,CaCO,226.0,CaSO4,509.0,0.6,0,18,0.75,25,2000,Hot-Pressed,70,30,5,85,0.021
xxxxx,0,Buckwheat,83,Hemp,253.0,Biertreber,367.0,Vegiplants,59.0,Vegiplants,221.0,CaCO,283.0,CaSO4,325.0,CaSO4,292.0,0.49,1,27,0.87,5,4500,Hot-Pressed,80,18,53,80,0.077
xxxxx,0,BierTreber,85,Straw,199.0,Sawdust,220.0,Grass,205.0,Rapstraw,276.0,CaCO,395.0,cellulose,321.0,CaSO4,184.0,0.55,0,24,0.8,18,2000,Non-Pressed,85,29,65,75,0.036
xxxxx,1,BierTreber,55,Sawdust,121.0,Vegiplants,329.0,Straw,44.0,Vegiplants,406.0,CaCO,416.0,cellulose,316.0,CaSO4,168.0,0.56,1,24,0.71,22,1500,Cold-Pressed,85,29,5,75,0.086
yyyyyyy,1,Oatmeal,62,Vegiplants,174.0,Hemp,316.0,Hemp,116.0,Rapstraw,294.0,CaCO,417.0,CaCO,360.0,CaCO,123.0,0.45,0,27,0.87,14,1000,Hot-Pressed,85,45,65,75,0.069
yyyyyyy,0,Oatmeal,54,Hemp,61.0,Vegiplants,183.0,Grass,92.0,Hemp,564.0,CaSO4,495.0,CaCO,160.0,CaSO4,245.0,0.57,1,27,0.79,11,1500,Hot-Pressed,85,44,53,85,0.092
yyyyyyy,1,Buckwheat,71,Sawdust,192.0,Hemp,302.0,Straw,214.0,Vegiplants,192.0,CaCO,450.0,CaSO4,426.0,cellulose,24.0,0.4,0,23,0.66,5,1500,Non-Pressed,80,76,65,75,0.054
yyyyyyy,1,Bulgur,63,Rapstraw,193.0,Vegiplants,349.0,Grass,303.0,Hemp,55.0,cellulose,67.0,cellulose,440.0,CaSO4,393.0,0.59,0,20,0.63,9,500,Cold-Pressed,75,56,53,80,0.049
zzzzzzzz,1,BierTreber,87,Vegiplants,171.0,Biertreber,254.0,Biertreber,418.0,Sawdust,57.0,CaSO4,123.0,CaSO4,184.0,cellulose,593.0,0.56,0,21,0.62,18,1000,Non-Pressed,75,17,53,85,0.009
xxxxx,0,Barley,60,Grass,109.0,Hemp,143.0,Rapstraw,285.0,Hemp,364.0,cellulose,554.0,cellulose,222.0,CaCO,124.0,0.51,1,28,0.82,6,2000,Cold-Pressed,70,44,29,75,0.046
zzzzzzzz,0,Bulgur,91,Hemp,454.0,Rapstraw,166.0,Vegiplants,192.0,Grass,87.0,CaCO,276.0,CaSO4,284.0,cellulose,340.0,0.42,1,23,0.81,21,500,Hot-Pressed,85,30,29,80,0.032
xxxxx,1,Buckwheat,51,Vegiplants,163.0,Sawdust,278.0,Vegiplants,118.0,Hemp,341.0,CaSO4,136.0,CaSO4,518.0,CaCO,245.0,0.32,1,24,0.73,18,3000,Hot-Pressed,85,49,53,75,0.008
xxxxx,0,Oatmeal,83,Rapstraw,368.0,Grass,251.0,Rapstraw,159.0,Grass,122.0,cellulose,172.0,CaSO4,440.0,CaCO,287.0,0.53,0,20,0.75,22,3500,Hot-Pressed,80,17,29,75,0.072
xxxxx,1,Barley,91,Sawdust,290.0,Rapstraw,245.0,Straw,254.0,Straw,111.0,CaCO,336.0,cellulose,328.0,CaCO,236.0,0.59,1,28,0.61,13,3000,Cold-Pressed,80,32,65,70,0.077
zzzzzzzz,0,Barley,79,Biertreber,230.0,Hemp,276.0,Biertreber,202.0,Vegiplants,192.0,CaSO4,224.0,CaSO4,338.0,cellulose,338.0,0.37,0,25,0.79,17,1500,Non-Pressed,80,15,65,85,0.072
zzzzzzzz,0,Oatmeal,68,Grass,80.0,Hemp,413.0,Biertreber,355.0,Sawdust,52.0,CaCO,394.0,cellulose,261.0,CaCO,245.0,0.36,0,24,0.89,16,2500,Hot-Pressed,85,65,17,85,0.099
zzzzzzzz,1,Oatmeal,70,Grass,148.0,Hemp,313.0,Hemp,296.0,Grass,143.0,CaCO,462.0,CaSO4,209.0,cellulose,229.0,0.55,1,20,0.78,14,2000,Non-Pressed,70,31,17,70,0.038
xxxxx,1,Oatmeal,64,Hemp,206.0,Sawdust,231.0,Straw,206.0,Hemp,256.0,CaCO,49.0,CaSO4,396.0,CaSO4,455.0,0.32,0,25,0.82,13,1500,Cold-Pressed,85,16,53,75,0.024
yyyyyyy,1,Bulgur,72,Rapstraw,376.0,Straw,0.0,Hemp,127.0,Vegiplants,397.0,CaCO,415.0,CaSO4,291.0,CaCO,194.0,0.31,0,25,0.69,13,4500,Hot-Pressed,80,47,29,70,0.061
yyyyyyy,0,Buckwheat,93,Straw,0.0,Sawdust,570.0,Sawdust,110.0,Hemp,220.0,CaSO4,718.0,cellulose,58.0,CaCO,124.0,0.41,0,25,0.79,18,3500,Hot-Pressed,80,19,17,75,0.077
xxxxx,0,Oatmeal,90,Vegiplants,5.0,Vegiplants,207.0,Grass,246.0,Straw,443.0,cellulose,510.0,CaCO,30.0,cellulose,360.0,0.52,0,18,0.83,8,1000,Hot-Pressed,85,75,5,70,0.069
zzzzzzzz,0,Barley,75,Straw,397.0,Sawdust,47.0,Hemp,218.0,Vegiplants,239.0,cellulose,247.0,CaSO4,281.0,CaSO4,371.0,0.57,1,22,0.78,22,4500,Non-Pressed,80,48,17,80,0.005
zzzzzzzz,0,Barley,95,Hemp,297.0,Vegiplants,245.0,Straw,27.0,Hemp,331.0,CaCO,527.0,CaCO,11.0,CaCO,361.0,0.38,1,26,0.67,19,4000,Non-Pressed,70,77,65,70,0.068
yyyyyyy,1,Barley,84,Hemp,152.0,Grass,207.0,Biertreber,263.0,Straw,278.0,cellulose,373.0,cellulose,105.0,CaSO4,422.0,0.32,1,24,0.83,18,1000,Cold-Pressed,85,43,17,80,0.052
yyyyyyy,0,Barley,79,Biertreber,13.0,Grass,282.0,Sawdust,27.0,Hemp,578.0,cellulose,397.0,CaCO,187.0,CaSO4,315.0,0.33,0,26,0.65,14,1500,Cold-Pressed,70,79,17,85,0.055
yyyyyyy,1,BierTreber,64,Vegiplants,147.0,Grass,250.0,Hemp,200.0,Vegiplants,303.0,CaSO4,408.0,CaSO4,11.0,CaSO4,481.0,0.47,0,18,0.75,10,4500,Non-Pressed,75,61,29,70,0.092
xxxxx,0,Oatmeal,83,Biertreber,443.0,Vegiplants,125.0,Biertreber,82.0,Sawdust,250.0,cellulose,291.0,cellulose,210.0,CaSO4,399.0,0.53,1,26,0.78,14,1500,Non-Pressed,70,46,5,80,0.065
xxxxx,0,Oatmeal,87,Vegiplants,51.0,Vegiplants,324.0,Rapstraw,101.0,Vegiplants,425.0,CaSO4,271.0,cellulose,363.0,CaCO,266.0,0.44,1,23,0.74,18,3500,Cold-Pressed,80,42,41,75,0.022
yyyyyyy,1,BierTreber,64,Grass,320.0,Biertreber,338.0,Straw,170.0,Sawdust,72.0,CaCO,432.0,CaCO,302.0,cellulose,166.0,0.4,0,24,0.69,22,1000,Cold-Pressed,85,53,65,75,0.015
yyyyyyy,0,BierTreber,80,Vegiplants,125.0,Hemp,443.0,Biertreber,51.0,Hemp,282.0,CaCO,629.0,CaSO4,106.0,CaSO4,165.0,0.43,0,20,0.67,9,2500,Cold-Pressed,75,72,53,80,0.036
xxxxx,1,Bulgur,81,Rapstraw,183.0,Sawdust,275.0,Biertreber,321.0,Vegiplants,121.0,CaSO4,236.0,cellulose,441.0,cellulose,223.0,0.54,0,23,0.72,23,3500,Cold-Pressed,75,34,65,75,0.068
yyyyyyy,0,Oatmeal,85,Hemp,129.0,Vegiplants,281.0,Vegiplants,166.0,Hemp,325.0,CaCO,37.0,CaCO,331.0,CaCO,533.0,0.58,0,23,0.6,21,4000,Cold-Pressed,85,49,29,75,0.058
zzzzzzzz,1,Barley,70,Rapstraw,221.0,Biertreber,44.0,Vegiplants,216.0,Sawdust,418.0,CaSO4,69.0,CaSO4,487.0,cellulose,344.0,0.47,1,22,0.61,13,500,Hot-Pressed,80,79,17,85,0.073
xxxxx,1,Barley,75,Biertreber,230.0,Biertreber,99.0,Rapstraw,362.0,Straw,209.0,CaCO,239.0,CaCO,234.0,CaCO,427.0,0.5,0,18,0.87,17,3500,Cold-Pressed,70,70,17,80,0.054
zzzzzzzz,0,Buckwheat,61,Straw,109.0,Sawdust,382.0,Grass,245.0,Straw,164.0,CaSO4,363.0,cellulose,463.0,CaSO4,74.0,0.49,1,18,0.75,9,4500,Non-Pressed,70,17,17,75,0.036
xxxxx,1,BierTreber,82,Sawdust,153.0,Rapstraw,329.0,Vegiplants,60.0,Sawdust,357.0,cellulose,355.0,CaCO,388.0,cellulose,157.0,0.52,1,20,0.68,17,4500,Hot-Pressed,85,30,17,85,0.078
yyyyyyy,1,Bulgur,54,Vegiplants,303.0,Hemp,0.0,Biertreber,253.0,Sawdust,344.0,CaSO4,235.0,cellulose,437.0,CaSO4,228.0,0.34,0,18,0.65,8,1500,Cold-Pressed,75,12,5,75,0.087
yyyyyyy,0,BierTreber,70,Sawdust,134.0,Straw,264.0,Vegiplants,195.0,Grass,306.0,CaCO,395.0,CaSO4,177.0,CaSO4,328.0,0.35,0,18,0.8,6,3000,Cold-Pressed,75,42,53,80,0.069
zzzzzzzz,0,BierTreber,51,Straw,197.0,Straw,171.0,Grass,364.0,Straw,167.0,cellulose,849.0,CaSO4,10.0,cellulose,41.0,0.6,0,19,0.79,8,4500,Cold-Pressed,85,19,65,70,0.073
zzzzzzzz,1,Bulgur,65,Straw,187.0,Biertreber,281.0,Vegiplants,82.0,Sawdust,351.0,cellulose,283.0,CaCO,354.0,CaSO4,263.0,0.5,0,19,0.91,5,1500,Non-Pressed,85,52,41,80,0.011
zzzzzzzz,0,Bulgur,96,Grass,272.0,Sawdust,268.0,Vegiplants,309.0,Grass,51.0,CaCO,196.0,cellulose,429.0,CaCO,275.0,0.4,1,27,0.77,25,500,Non-Pressed,70,42,5,85,0.059
zzzzzzzz,0,Oatmeal,56,Sawdust,86.0,Grass,81.0,Straw,352.0,Sawdust,381.0,cellulose,514.0,cellulose,129.0,CaCO,257.0,0.43,0,27,0.73,11,1000,Hot-Pressed,75,66,41,80,0.033
zzzzzzzz,1,Buckwheat,84,Rapstraw,4.0,Sawdust,248.0,Hemp,311.0,Hemp,337.0,cellulose,352.0,CaSO4,296.0,CaSO4,251.0,0.51,1,21,0.71,8,1000,Non-Pressed,80,20,41,85,0.036
xxxxx,0,Barley,62,Vegiplants,13.0,Straw,341.0,Straw,373.0,Rapstraw,174.0,CaSO4,365.0,cellulose,327.0,CaCO,209.0,0.56,0,20,0.61,12,1500,Cold-Pressed,80,55,41,75,0.046
xxxxx,0,Buckwheat,65,Sawdust,346.0,Grass,63.0,Grass,387.0,Hemp,104.0,cellulose,231.0,CaSO4,346.0,cellulose,323.0,0.41,1,24,0.65,25,2500,Non-Pressed,85,68,17,75,0.044
yyyyyyy,1,Buckwheat,65,Vegiplants,235.0,Grass,211.0,Grass,224.0,Vegiplants,230.0,cellulose,218.0,CaSO4,327.0,cellulose,355.0,0.4,0,22,0.74,22,4000,Cold-Pressed,75,77,17,70,0.048
xxxxx,0,Bulgur,57,Biertreber,81.0,Hemp,361.0,Grass,129.0,Rapstraw,328.0,CaCO,124.0,cellulose,621.0,CaCO,155.0,0.41,1,27,0.82,19,3000,Hot-Pressed,80,13,41,85,0.048
xxxxx,0,Buckwheat,65,Straw,227.0,Vegiplants,195.0,Straw,210.0,Straw,269.0,cellulose,187.0,CaCO,355.0,cellulose,359.0,0.42,0,19,0.83,5,3000,Non-Pressed,70,47,5,85,0.024
xxxxx,0,Buckwheat,74,Rapstraw,266.0,Sawdust,111.0,Sawdust,412.0,Grass,111.0,CaCO,231.0,CaCO,450.0,CaCO,219.0,0.39,1,25,0.8,8,500,Cold-Pressed,85,41,5,70,0.04
xxxxx,0,Barley,68,Straw,50.0,Biertreber,408.0,Straw,285.0,Rapstraw,157.0,cellulose,367.0,cellulose,467.0,CaCO,67.0,0.53,1,23,0.92,18,1500,Hot-Pressed,75,49,53,80,0.076
zzzzzzzz,1,Barley,80,Grass,229.0,Vegiplants,266.0,Grass,139.0,Straw,266.0,cellulose,468.0,CaCO,261.0,CaCO,171.0,0.45,0,20,0.75,13,1500,Cold-Pressed,80,22,17,70,0.039
yyyyyyy,0,Oatmeal,79,Rapstraw,379.0,Grass,255.0,Sawdust,6.0,Vegiplants,260.0,CaCO,546.0,CaCO,201.0,CaCO,153.0,0.54,1,28,0.8,8,500,Non-Pressed,85,41,65,70,0.023
xxxxx,0,BierTreber,90,Hemp,48.0,Sawdust,398.0,Grass,144.0,Grass,310.0,cellulose,284.0,CaSO4,310.0,CaSO4,307.0,0.47,1,23,0.61,22,4000,Non-Pressed,75,27,41,80,0.082
yyyyyyy,1,Buckwheat,75,Vegiplants,443.0,Biertreber,344.0,Sawdust,61.0,Biertreber,52.0,CaSO4,356.0,cellulose,307.0,CaSO4,237.0,0.36,1,20,0.68,24,1500,Non-Pressed,80,31,5,80,0.073
yyyyyyy,0,BierTreber,50,Vegiplants,268.0,Hemp,206.0,Rapstraw,101.0,Straw,325.0,cellulose,97.0,CaSO4,410.0,CaSO4,393.0,0.48,1,26,0.68,15,4000,Hot-Pressed,75,38,53,80,0.076
xxxxx,0,Oatmeal,91,Straw,222.0,Rapstraw,387.0,Grass,265.0,Hemp,26.0,CaSO4,315.0,CaCO,308.0,CaCO,276.0,0.54,1,21,0.88,19,4500,Cold-Pressed,70,10,5,75,0.04
xxxxx,1,Oatmeal,63,Sawdust,122.0,Straw,277.0,Hemp,156.0,Vegiplants,345.0,CaCO,212.0,CaCO,618.0,cellulose,71.0,0.5,0,18,0.9,11,3000,Non-Pressed,85,68,29,75,0.071
xxxxx,1,Bulgur,53,Rapstraw,277.0,Straw,51.0,Straw,379.0,Hemp,192.0,CaSO4,356.0,cellulose,165.0,CaCO,379.0,0.54,1,26,0.76,24,2500,Hot-Pressed,85,78,5,85,0.066
zzzzzzzz,0,Oatmeal,67,Vegiplants,47.0,Vegiplants,179.0,Vegiplants,342.0,Vegiplants,332.0,cellulose,218.0,CaSO4,445.0,CaCO,237.0,0.5,0,22,0.94,22,2500,Non-Pressed,70,17,65,70,0.089
yyyyyyy,1,Barley,89,Hemp,42.0,Straw,346.0,Rapstraw,143.0,Sawdust,370.0,cellulose,237.0,CaCO,339.0,CaCO,324.0,0.46,1,22,0.88,14,4000,Cold-Pressed,75,36,17,70,0.066
yyyyyyy,1,Bulgur,74,Hemp,154.0,Vegiplants,166.0,Grass,129.0,Sawdust,450.0,cellulose,448.0,CaSO4,124.0,CaSO4,328.0,0.53,0,23,0.63,13,2500,Non-Pressed,85,49,53,75,0.007
zzzzzzzz,0,BierTreber,84,Straw,66.0,Biertreber,103.0,Rapstraw,47.0,Biertreber,684.0,CaCO,300.0,CaCO,323.0,CaSO4,277.0,0.51,1,20,0.78,13,2000,Non-Pressed,85,56,5,85,0.065
zzzzzzzz,1,Buckwheat,73,Sawdust,217.0,Hemp,440.0,Straw,7.0,Sawdust,237.0,CaCO,495.0,CaSO4,333.0,cellulose,72.0,0.5,0,22,0.65,14,1500,Cold-Pressed,70,31,17,80,0.047
xxxxx,1,Oatmeal,62,Rapstraw,326.0,Hemp,417.0,Sawdust,46.0,Sawdust,111.0,CaCO,312.0,CaSO4,369.0,CaCO,219.0,0.38,1,27,0.89,14,4500,Hot-Pressed,80,42,53,75,0.045
zzzzzzzz,0,Bulgur,56,Sawdust,0.0,Vegiplants,290.0,Biertreber,469.0,Straw,140.0,CaSO4,137.0,cellulose,646.0,CaCO,117.0,0.47,1,28,0.8,6,3000,Non-Pressed,75,63,65,85,0.086
xxxxx,1,Bulgur,58,Vegiplants,231.0,Biertreber,404.0,Biertreber,237.0,Straw,29.0,CaSO4,314.0,CaCO,245.0,CaSO4,342.0,0.59,1,18,0.94,7,1500,Cold-Pressed,80,50,53,70,0.076
xxxxx,1,BierTreber,72,Grass,405.0,Biertreber,277.0,Straw,133.0,Grass,85.0,CaCO,208.0,CaCO,314.0,CaSO4,378.0,0.36,1,27,0.9,14,1000,Cold-Pressed,70,34,29,80,0.068
zzzzzzzz,1,Oatmeal,59,Vegiplants,284.0,Straw,108.0,Sawdust,169.0,Hemp,338.0,CaCO,600.0,CaSO4,247.0,cellulose,52.0,0.45,0,28,0.68,8,4000,Hot-Pressed,75,59,5,70,0.06
xxxxx,1,Buckwheat,78,Sawdust,181.0,Rapstraw,5.0,Sawdust,397.0,Grass,317.0,CaSO4,35.0,CaCO,303.0,cellulose,562.0,0.4,0,28,0.83,14,3000,Hot-Pressed,85,65,5,70,0.019
zzzzzzzz,0,Buckwheat,50,Straw,82.0,Rapstraw,361.0,Hemp,158.0,Hemp,298.0,CaSO4,380.0,CaSO4,8.0,cellulose,512.0,0.57,0,28,0.6,16,500,Non-Pressed,75,22,5,80,0.05
xxxxx,1,Bulgur,60,Sawdust,176.0,Straw,141.0,Sawdust,304.0,Grass,279.0,CaSO4,116.0,CaSO4,319.0,cellulose,465.0,0.41,0,27,0.7,17,2500,Non-Pressed,85,51,53,85,0.096
zzzzzzzz,0,Buckwheat,65,Sawdust,122.0,Hemp,278.0,Hemp,72.0,Straw,428.0,CaSO4,216.0,cellulose,231.0,cellulose,453.0,0.47,0,23,0.69,13,1000,Hot-Pressed,80,34,41,75,0.03
zzzzzzzz,0,Bulgur,58,Grass,232.0,Biertreber,52.0,Grass,75.0,Rapstraw,540.0,CaSO4,397.0,CaCO,57.0,CaCO,446.0,0.51,1,18,0.93,14,1500,Cold-Pressed,80,63,65,85,0.054
yyyyyyy,0,Buckwheat,73,Grass,303.0,Hemp,300.0,Rapstraw,62.0,Rapstraw,235.0,CaCO,334.0,cellulose,341.0,cellulose,224.0,0.46,1,19,0.87,6,3000,Hot-Pressed,85,53,65,75,0.014
zzzzzzzz,1,Oatmeal,56,Rapstraw,9.0,Rapstraw,249.0,Biertreber,291.0,Straw,351.0,cellulose,316.0,CaSO4,434.0,CaSO4,150.0,0.55,1,21,0.8,13,500,Cold-Pressed,75,29,17,80,0.079
zzzzzzzz,0,BierTreber,79,Biertreber,243.0,Straw,54.0,Vegiplants,218.0,Hemp,385.0,CaSO4,405.0,CaSO4,104.0,cellulose,392.0,0.31,1,27,0.66,14,4000,Cold-Pressed,75,70,5,85,0.092
xxxxx,1,Buckwheat,81,Grass,200.0,Biertreber,412.0,Rapstraw,231.0,Rapstraw,56.0,CaCO,259.0,CaSO4,348.0,CaCO,293.0,0.57,0,20,0.9,25,500,Non-Pressed,70,69,29,75,0.028
zzzzzzzz,0,Bulgur,78,Sawdust,276.0,Vegiplants,341.0,Straw,126.0,Grass,157.0,CaSO4,92.0,CaCO,300.0,CaSO4,508.0,0.33,1,20,0.7,19,4000,Hot-Pressed,70,20,53,70,0.093
xxxxx,0,Buckwheat,94,Hemp,132.0,Biertreber,183.0,Sawdust,274.0,Grass,312.0,CaCO,279.0,CaSO4,494.0,CaCO,128.0,0.31,1,27,0.93,18,2000,Hot-Pressed,75,32,65,80,0.026
yyyyyyy,1,BierTreber,90,Vegiplants,112.0,Straw,344.0,Rapstraw,136.0,Hemp,308.0,CaCO,104.0,cellulose,350.0,cellulose,447.0,0.57,0,18,0.81,9,3500,Cold-Pressed,80,38,65,75,0.049
zzzzzzzz,1,Bulgur,70,Biertreber,220.0,Hemp,193.0,Rapstraw,461.0,Biertreber,27.0,CaCO,107.0,CaCO,341.0,CaCO,453.0,0.41,1,24,0.74,15,1500,Hot-Pressed,70,24,65,75,0.036
yyyyyyy,0,Oatmeal,80,Sawdust,153.0,Hemp,297.0,Biertreber,264.0,Straw,186.0,CaSO4,190.0,cellulose,603.0,CaCO,107.0,0.4,1,18,0.82,11,2000,Non-Pressed,70,55,53,85,0.035
yyyyyyy,0,BierTreber,92,Biertreber,89.0,Biertreber,99.0,Biertreber,386.0,Rapstraw,326.0,cellulose,83.0,CaCO,370.0,cellulose,447.0,0.31,0,21,0.91,19,4000,Non-Pressed,70,68,17,70,0.083
zzzzzzzz,1,Barley,97,Straw,335.0,Hemp,498.0,Grass,56.0,Sawdust,11.0,cellulose,171.0,cellulose,588.0,cellulose,141.0,0.42,0,21,0.88,11,4000,Non-Pressed,75,48,65,75,0.016
yyyyyyy,1,Bulgur,87,Grass,61.0,Grass,276.0,Grass,261.0,Hemp,302.0,CaSO4,142.0,cellulose,556.0,CaCO,202.0,0.56,1,25,0.95,22,500,Non-Pressed,70,57,17,70,0.051
xxxxx,0,Bulgur,100,Grass,344.0,Hemp,304.0,Biertreber,126.0,Hemp,126.0,CaSO4,168.0,cellulose,358.0,cellulose,374.0,0.52,1,22,0.67,15,2500,Hot-Pressed,75,12,29,85,0.099
yyyyyyy,1,BierTreber,84,Sawdust,81.0,Vegiplants,230.0,Sawdust,315.0,Vegiplants,274.0,cellulose,375.0,CaSO4,242.0,CaSO4,283.0,0.43,0,22,0.93,11,2500,Non-Pressed,80,22,5,85,0.098
zzzzzzzz,0,Bulgur,62,Grass,280.0,Grass,209.0,Rapstraw,57.0,Straw,354.0,CaSO4,245.0,cellulose,379.0,CaSO4,276.0,0.42,1,25,0.76,18,3500,Hot-Pressed,85,32,41,75,0.038
xxxxx,1,Buckwheat,87,Hemp,67.0,Rapstraw,102.0,Vegiplants,307.0,Sawdust,423.0,cellulose,87.0,cellulose,734.0,CaSO4,79.0,0.38,1,23,0.69,10,1500,Non-Pressed,75,18,41,75,0.082
yyyyyyy,1,BierTreber,98,Vegiplants,72.0,Vegiplants,306.0,Hemp,259.0,Vegiplants,263.0,CaCO,447.0,cellulose,200.0,cellulose,253.0,0.43,1,23,0.63,20,4500,Cold-Pressed,85,58,17,70,0.011
zzzzzzzz,1,Barley,68,Biertreber,82.0,Hemp,103.0,Biertreber,422.0,Grass,293.0,CaCO,122.0,CaSO4,320.0,CaCO,458.0,0.53,1,24,0.67,8,2000,Non-Pressed,85,39,53,75,0.088
xxxxx,1,BierTreber,76,Vegiplants,62.0,Biertreber,384.0,Biertreber,57.0,Sawdust,397.0,CaSO4,108.0,cellulose,198.0,CaSO4,594.0,0.46,1,23,0.92,18,3000,Cold-Pressed,70,60,29,80,0.098
zzzzzzzz,0,Buckwheat,100,Biertreber,166.0,Biertreber,464.0,Grass,77.0,Sawdust,193.0,CaCO,342.0,cellulose,145.0,cellulose,413.0,0.58,1,20,0.75,16,1000,Hot-Pressed,85,20,17,75,0.027
zzzzzzzz,1,Bulgur,68,Rapstraw,302.0,Rapstraw,220.0,Vegiplants,203.0,Grass,176.0,CaSO4,281.0,cellulose,169.0,CaSO4,450.0,0.42,1,26,0.87,19,2500,Non-Pressed,75,17,53,80,0.035
zzzzzzzz,1,Bulgur,80,Hemp,467.0,Hemp,294.0,Hemp,82.0,Straw,58.0,CaSO4,363.0,CaSO4,202.0,CaCO,335.0,0.57,1,22,0.7,10,3000,Cold-Pressed,70,31,65,85,0.025
yyyyyyy,1,BierTreber,80,Straw,163.0,Grass,308.0,Rapstraw,408.0,Hemp,21.0,cellulose,501.0,CaSO4,308.0,cellulose,91.0,0.41,0,18,0.79,24,3500,Hot-Pressed,70,39,5,70,0.031
